id,Age,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Sleep Duration,Work/Study Hours,Financial Stress,sleep_hours,decision_fatigue_level
119729,30,5,0,5.74,5,7-8 hours,0,4,7.5,0
119741,21,5,0,6.16,1,Less than 5 hours,12,5,4,2
119744,21,1,0,9.44,4,Less than 5 hours,0,4,4,0
119754,18,3,0,6.17,5,Less than 5 hours,5,1,4,0
119757,31,3,0,9.71,2,7-8 hours,10,1,7.5,1
119758,23,1,0,8.04,5,More than 8 hours,8,4,8.5,0
119759,28,5,0,9.21,4,Less than 5 hours,10,2,4,2
119760,25,2,0,9.79,4,More than 8 hours,10,3,8.5,0
119764,25,1,0,7.53,2,More than 8 hours,6,2,8.5,0
119772,19,5,0,9.39,1,7-8 hours,6,5,7.5,0
119774,33,3,0,5.48,3,7-8 hours,0,2,7.5,1
119775,18,2,0,7.79,4,7-8 hours,6,1,7.5,1
119777,28,5,0,9.05,2,More than 8 hours,7,4,8.5,0
119782,26,3,0,7.21,5,More than 8 hours,6,3,8.5,0
119784,29,5,0,9.69,3,More than 8 hours,8,2,8.5,0
119789,25,3,0,6.25,2,More than 8 hours,3,5,8.5,0
119790,25,4,0,9.94,4,5-6 hours,0,5,5.5,2
119794,31,5,0,9.72,3,7-8 hours,12,2,7.5,0
119795,26,3,0,7.09,4,Less than 5 hours,10,5,4,2
119796,33,4,0,7.72,4,7-8 hours,11,4,7.5,0
119797,27,5,0,6.17,1,7-8 hours,10,2,7.5,0
119801,21,2,0,7.21,3,7-8 hours,9,4,7.5,1
119802,21,1,0,6.5,5,More than 8 hours,10,1,8.5,0
119805,19,4,0,8.58,5,Less than 5 hours,7,4,4,2
119822,24,2,0,7.48,1,Less than 5 hours,12,5,4,2
119823,21,4,0,5.08,2,7-8 hours,12,5,7.5,0
119828,27,5,0,10,4,5-6 hours,4,5,5.5,2
119837,27,4,0,7.48,2,7-8 hours,10,3,7.5,0
119839,18,4,0,8.74,3,Less than 5 hours,4,2,4,2
119843,31,5,0,7.14,4,7-8 hours,0,4,7.5,0
119848,28,4,0,8.93,1,5-6 hours,10,5,5.5,2
119851,27,5,0,9.6,2,5-6 hours,12,2,5.5,2
119853,33,3,0,9.6,4,7-8 hours,5,5,7.5,1
119861,20,5,0,6,4,5-6 hours,9,3,5.5,2
119865,28,5,0,7.92,1,Less than 5 hours,2,5,4,2
119867,26,4,0,5.99,5,More than 8 hours,5,1,8.5,0
119869,33,3,0,7.09,2,Less than 5 hours,9,3,4,2
119870,18,4,0,5.99,2,5-6 hours,1,3,5.5,2
119873,18,5,0,7.25,5,More than 8 hours,8,2,8.5,0
119877,29,2,0,9.97,2,Less than 5 hours,7,4,4,2
119880,25,4,0,7.13,2,7-8 hours,12,2,7.5,0
119884,27,5,0,8.61,3,7-8 hours,1,4,7.5,0
119885,24,5,0,7.61,3,Less than 5 hours,8,5,4,2
119886,29,5,0,8.64,3,5-6 hours,4,1,5.5,2
119889,21,1,0,7.53,5,More than 8 hours,12,5,8.5,0
119898,20,5,0,6.99,2,More than 8 hours,9,3,8.5,0
119899,24,5,0,5.74,2,Less than 5 hours,10,4,4,2
119904,29,4,0,7.13,5,Less than 5 hours,5,2,4,2
119915,27,4,0,5.11,2,5-6 hours,9,4,5.5,2
119918,24,5,0,7.47,2,7-8 hours,10,3,7.5,0
119921,24,2,0,8.73,5,7-8 hours,10,5,7.5,1
119928,29,4,0,8.59,4,More than 8 hours,7,4,8.5,0
119929,33,1,0,8.79,3,More than 8 hours,10,5,8.5,0
119942,18,3,0,5.42,3,Less than 5 hours,7,3,4,2
119943,29,5,0,9.54,2,Less than 5 hours,11,1,4,2
119947,26,4,0,8,3,5-6 hours,10,3,5.5,2
119949,23,1,0,8.79,1,7-8 hours,5,4,7.5,0
119960,25,3,0,5.76,5,Less than 5 hours,9,3,4,2
119961,25,3,0,6.37,2,7-8 hours,6,5,7.5,1
119963,33,3,0,7.85,4,More than 8 hours,4,5,8.5,0
119969,24,3,0,6.99,4,5-6 hours,5,1,5.5,1
119972,33,5,0,5.58,4,5-6 hours,10,2,5.5,2
119981,29,2,0,5.51,5,Less than 5 hours,6,2,4,0
119982,27,4,0,8.92,2,More than 8 hours,5,5,8.5,0
119987,24,1,0,6.89,5,7-8 hours,11,2,7.5,0
119992,24,4,0,5.57,2,Less than 5 hours,7,2,4,2
119993,22,5,0,7.35,4,Less than 5 hours,2,2,4,2
119995,24,4,0,8.09,5,5-6 hours,3,3,5.5,2
120015,24,1,0,9.21,4,5-6 hours,3,2,5.5,0
120017,31,5,0,5.81,2,Less than 5 hours,12,4,4,2
120020,23,3,0,9.97,4,More than 8 hours,3,1,8.5,0
120034,34,2,0,5.88,2,More than 8 hours,0,2,8.5,0
120035,29,3,0,8.81,3,7-8 hours,8,3,7.5,1
120039,34,4,0,5.08,2,7-8 hours,4,2,7.5,0
120040,21,1,0,6.99,2,Less than 5 hours,8,4,4,2
120041,24,5,0,6.25,4,5-6 hours,10,4,5.5,2
120043,22,1,0,7.88,2,5-6 hours,11,3,5.5,2
120046,23,1,0,9.86,2,Less than 5 hours,1,4,4,0
120049,21,4,0,6.61,4,7-8 hours,11,1,7.5,0
120057,22,3,0,9.96,3,5-6 hours,10,4,5.5,2
120060,18,4,0,9.24,2,Less than 5 hours,10,5,4,2
120062,24,1,0,9.86,5,7-8 hours,0,4,7.5,0
120067,26,5,0,7.48,3,More than 8 hours,10,3,8.5,0
120074,20,4,0,9.03,4,Less than 5 hours,6,2,4,2
120081,18,5,0,7.12,5,5-6 hours,4,4,5.5,2
120083,22,1,0,6.16,1,More than 8 hours,8,2,8.5,0
120091,32,4,0,9.96,4,Less than 5 hours,7,3,4,2
120094,32,2,0,5.79,1,Less than 5 hours,0,4,4,0
120115,34,3,0,8.39,3,5-6 hours,6,3,5.5,1
120119,19,1,0,5.66,1,More than 8 hours,6,4,8.5,0
120124,26,3,0,6.16,1,Less than 5 hours,11,2,4,2
120139,24,3,0,6.25,3,More than 8 hours,12,2,8.5,0
120140,19,2,0,9.91,3,Less than 5 hours,3,1,4,0
120147,27,5,0,5.84,2,5-6 hours,10,5,5.5,2
120154,23,3,0,6.83,3,7-8 hours,12,4,7.5,1
120157,21,5,0,6.86,2,7-8 hours,9,5,7.5,0
120162,32,3,0,7.09,5,Less than 5 hours,6,1,4,0
120165,31,5,0,8.38,1,Less than 5 hours,3,3,4,2
120170,22,1,0,6.88,2,Less than 5 hours,3,1,4,0
120184,26,3,0,8.95,4,7-8 hours,10,5,7.5,1
120193,33,5,0,5.88,1,Less than 5 hours,0,3,4,2
120195,19,3,0,7.25,1,7-8 hours,0,2,7.5,1
120196,27,1,0,7.53,4,Less than 5 hours,9,1,4,2
120203,24,3,0,8.24,2,7-8 hours,0,4,7.5,1
120204,23,4,0,8.7,1,5-6 hours,5,1,5.5,2
120209,28,5,0,9.7,2,More than 8 hours,0,3,8.5,0
120210,22,1,0,8.5,2,Less than 5 hours,7,1,4,2
120212,29,5,0,8.44,5,7-8 hours,10,5,7.5,0
120221,31,3,0,9.1,5,Less than 5 hours,7,1,4,2
120225,28,1,0,9.96,4,5-6 hours,9,5,5.5,2
120227,25,5,0,8.17,2,Less than 5 hours,11,2,4,2
120242,26,5,0,9.96,3,5-6 hours,9,4,5.5,2
120249,19,1,0,9.24,5,5-6 hours,12,2,5.5,2
120258,18,3,0,7.94,2,Less than 5 hours,8,4,4,2
120259,24,2,0,8.04,5,5-6 hours,2,2,5.5,1
120261,19,5,0,8.9,1,7-8 hours,2,5,7.5,0
120263,28,5,0,5.79,4,5-6 hours,12,4,5.5,2
120293,27,5,0,5.35,1,5-6 hours,2,4,5.5,2
120295,26,4,0,9.6,1,7-8 hours,0,4,7.5,0
120298,18,5,0,8.14,1,Less than 5 hours,12,1,4,2
120301,22,4,0,6.38,3,7-8 hours,8,3,7.5,0
120304,28,5,0,7.27,2,More than 8 hours,7,1,8.5,0
120305,27,4,0,8.74,1,More than 8 hours,12,5,8.5,0
120319,26,5,0,6.04,4,More than 8 hours,3,1,8.5,0
120337,18,4,0,9.24,2,More than 8 hours,4,3,8.5,0
120340,19,5,0,5.12,1,7-8 hours,9,3,7.5,0
120341,21,3,0,6.89,3,5-6 hours,3,1,5.5,1
120344,24,3,0,9.87,2,5-6 hours,11,5,5.5,2
120358,20,5,0,9.02,3,7-8 hours,6,5,7.5,0
120361,24,5,0,6.99,2,5-6 hours,10,2,5.5,2
120363,25,4,0,7.25,2,7-8 hours,10,5,7.5,0
120365,19,5,0,9.6,1,7-8 hours,11,3,7.5,0
120375,29,3,0,6.42,5,5-6 hours,8,5,5.5,2
120376,19,3,0,7.53,3,Less than 5 hours,2,4,4,0
120384,29,4,0,9.11,1,Less than 5 hours,3,5,4,2
120387,28,4,0,5.27,4,Less than 5 hours,6,4,4,2
120389,34,4,0,8.04,3,Less than 5 hours,8,4,4,2
120390,33,5,0,8.97,4,More than 8 hours,0,5,8.5,0
120391,30,1,0,5.85,1,5-6 hours,12,3,5.5,2
120393,26,1,0,9.96,2,Less than 5 hours,8,3,4,2
120397,29,1,0,5.32,5,Less than 5 hours,12,1,4,2
120402,30,5,0,6.92,4,7-8 hours,11,3,7.5,0
120406,21,1,0,9.72,4,Less than 5 hours,1,2,4,0
120411,18,5,0,6.16,2,Less than 5 hours,1,3,4,2
120418,29,1,0,8.59,1,5-6 hours,11,4,5.5,2
120431,28,1,0,7.64,3,More than 8 hours,11,3,8.5,0
120438,19,5,0,5.75,5,5-6 hours,9,2,5.5,2
120439,25,4,0,6,3,5-6 hours,9,2,5.5,2
120440,26,1,0,8.46,1,Less than 5 hours,10,4,4,2
120443,31,5,0,7.1,4,5-6 hours,12,5,5.5,2
120449,24,4,0,7.28,4,More than 8 hours,11,4,8.5,0
120451,30,5,0,7.52,2,More than 8 hours,12,4,8.5,0
120452,31,2,0,9.86,3,Less than 5 hours,2,1,4,0
120455,21,5,0,9.39,1,5-6 hours,0,5,5.5,2
120458,29,2,0,6.89,5,5-6 hours,8,2,5.5,2
120459,20,3,0,8.17,5,Less than 5 hours,3,1,4,0
120461,29,5,0,7.48,3,5-6 hours,12,3,5.5,2
120464,20,1,0,5.65,5,More than 8 hours,7,4,8.5,0
120474,31,2,0,5.76,5,7-8 hours,11,3,7.5,1
120493,25,3,0,5.74,2,Less than 5 hours,11,2,4,2
120494,19,2,0,9.24,2,Less than 5 hours,3,1,4,0
120495,33,3,0,6.75,4,More than 8 hours,12,1,8.5,0
120496,27,5,0,8.59,3,5-6 hours,0,2,5.5,2
120499,21,1,0,5.86,4,5-6 hours,2,5,5.5,0
120509,30,4,0,9.06,4,Less than 5 hours,7,3,4,2
120510,31,3,0,6.51,5,7-8 hours,7,3,7.5,1
120517,27,3,0,5.6,3,Less than 5 hours,10,4,4,2
120527,25,1,0,8.91,4,5-6 hours,5,1,5.5,0
120528,33,1,0,9.67,1,More than 8 hours,1,2,8.5,0
120531,25,5,0,7.21,4,Less than 5 hours,12,3,4,2
120535,33,3,0,8.54,2,5-6 hours,6,2,5.5,1
120543,22,2,0,8.59,4,7-8 hours,3,1,7.5,1
120551,23,5,0,9.34,3,Less than 5 hours,3,2,4,2
120553,32,4,0,9.21,1,7-8 hours,4,5,7.5,0
120566,31,1,0,5.52,5,Less than 5 hours,0,2,4,0
120568,24,5,0,5.88,2,7-8 hours,12,4,7.5,0
120573,22,2,0,8.04,4,5-6 hours,11,4,5.5,2
120575,28,3,0,5.86,2,5-6 hours,2,3,5.5,1
120576,25,5,0,6.03,4,7-8 hours,9,3,7.5,0
120581,30,1,0,8.08,3,Less than 5 hours,9,1,4,2
120584,26,4,0,5.88,3,Less than 5 hours,7,5,4,2
120585,34,3,0,7.24,4,5-6 hours,2,5,5.5,1
120596,19,3,0,5.74,1,More than 8 hours,0,1,8.5,0
120597,23,4,0,5.59,1,Less than 5 hours,11,3,4,2
120606,33,4,0,7.6,2,More than 8 hours,6,2,8.5,0
120607,34,3,0,9.49,5,5-6 hours,12,4,5.5,2
120610,20,4,0,6.25,3,Less than 5 hours,11,2,4,2
120612,25,3,0,5.75,5,More than 8 hours,10,1,8.5,0
120613,27,2,0,9.86,4,Less than 5 hours,8,5,4,2
120619,33,4,0,7.85,4,Less than 5 hours,2,1,4,2
120623,19,5,0,5.65,2,7-8 hours,12,5,7.5,0
120624,19,5,0,8.96,2,More than 8 hours,4,5,8.5,0
120626,30,3,0,8.98,4,5-6 hours,2,4,5.5,1
120637,29,4,0,8.74,2,7-8 hours,12,4,7.5,0
120645,18,4,0,8.62,2,More than 8 hours,1,5,8.5,0
120646,23,3,0,7.5,3,7-8 hours,5,5,7.5,1
120653,23,5,0,8.58,3,5-6 hours,11,4,5.5,2
120655,32,2,0,9.96,5,Less than 5 hours,12,1,4,2
120659,18,5,0,7.09,1,More than 8 hours,7,5,8.5,0
120661,32,2,0,5.74,5,More than 8 hours,9,4,8.5,0
120667,33,4,0,7.26,4,More than 8 hours,7,4,8.5,0
120674,24,4,0,8.92,1,7-8 hours,4,3,7.5,0
120675,19,2,0,9.63,5,7-8 hours,12,1,7.5,1
120682,28,4,0,8,4,Less than 5 hours,4,5,4,2
120690,28,3,0,8.75,2,7-8 hours,3,2,7.5,1
120701,23,3,0,6.76,1,Less than 5 hours,8,5,4,2
120703,33,3,0,5.57,3,7-8 hours,1,1,7.5,1
120704,25,4,0,6.25,2,Less than 5 hours,11,2,4,2
120708,29,5,0,6.25,2,Less than 5 hours,11,3,4,2
120709,22,4,0,5.85,4,More than 8 hours,0,1,8.5,0
120720,25,3,0,6.41,3,More than 8 hours,11,2,8.5,0
120722,18,4,0,9.96,4,7-8 hours,0,5,7.5,0
120727,31,2,0,9.89,2,More than 8 hours,10,1,8.5,0
120738,26,5,0,9.1,5,7-8 hours,2,2,7.5,0
120746,18,2,0,7.1,5,More than 8 hours,2,2,8.5,0
120749,33,5,0,5.88,3,7-8 hours,4,3,7.5,0
120751,20,3,0,6.17,4,More than 8 hours,1,5,8.5,0
120755,19,5,0,6.1,2,5-6 hours,6,4,5.5,2
120768,34,2,0,5.85,4,7-8 hours,8,4,7.5,1
120769,32,4,0,5.42,4,Less than 5 hours,11,3,4,2
120770,31,5,0,5.72,1,More than 8 hours,10,4,8.5,0
120779,31,5,0,9.86,1,Less than 5 hours,12,3,4,2
120780,31,2,0,7.51,3,7-8 hours,10,4,7.5,1
120798,31,3,0,5.76,4,Less than 5 hours,3,3,4,0
120800,19,3,0,8.63,4,7-8 hours,11,2,7.5,1
120803,21,3,0,7.94,1,5-6 hours,11,1,5.5,2
120808,32,3,0,9.41,2,7-8 hours,8,3,7.5,1
120813,33,3,0,7.77,2,7-8 hours,10,5,7.5,1
120816,28,3,0,8.69,5,Less than 5 hours,10,3,4,2
120817,33,2,0,8.62,5,More than 8 hours,6,2,8.5,0
120819,25,1,0,7.1,2,Less than 5 hours,9,3,4,2
120820,18,2,0,7.77,4,5-6 hours,5,1,5.5,1
120822,34,4,0,8.44,3,More than 8 hours,1,2,8.5,0
120826,24,4,0,7.49,2,Less than 5 hours,2,2,4,2
120832,32,1,0,5.88,5,Less than 5 hours,3,4,4,0
120833,24,3,0,7.82,3,More than 8 hours,8,2,8.5,0
120834,19,3,0,7.92,1,Less than 5 hours,3,5,4,0
120838,32,4,0,5.6,4,Less than 5 hours,7,1,4,2
120841,27,4,0,5.75,4,Less than 5 hours,6,5,4,2
120846,27,3,0,6.1,4,7-8 hours,10,2,7.5,1
120847,32,1,0,9.21,4,More than 8 hours,0,5,8.5,0
120855,28,5,0,9.88,2,7-8 hours,6,5,7.5,0
120856,25,4,0,5.37,4,Less than 5 hours,11,5,4,2
120858,31,1,0,8.04,3,5-6 hours,3,5,5.5,0
120861,25,1,0,8.04,4,7-8 hours,6,5,7.5,0
120886,26,2,0,9.24,3,Less than 5 hours,12,1,4,2
120895,18,4,0,8.81,4,7-8 hours,7,2,7.5,0
120899,23,5,0,8.91,1,More than 8 hours,6,2,8.5,0
120900,33,5,0,7.77,3,5-6 hours,8,5,5.5,2
120902,24,5,0,9.02,2,7-8 hours,8,3,7.5,0
120907,19,3,0,8.63,1,Less than 5 hours,5,3,4,0
120908,29,3,0,8.58,1,Less than 5 hours,6,2,4,0
120911,21,5,0,7.09,2,7-8 hours,12,4,7.5,0
120917,18,3,0,6.41,4,Less than 5 hours,9,4,4,2
120925,33,4,0,7.72,3,Less than 5 hours,6,3,4,2
120927,20,1,0,8.78,3,7-8 hours,0,5,7.5,0
120929,24,1,0,9.41,4,5-6 hours,4,5,5.5,0
120932,23,5,0,5.67,2,More than 8 hours,4,3,8.5,0
120938,21,1,0,8.91,4,More than 8 hours,12,3,8.5,0
120945,19,2,0,8.9,3,5-6 hours,7,2,5.5,2
120954,28,3,0,7.7,5,5-6 hours,10,4,5.5,2
120962,18,5,0,9.67,4,Less than 5 hours,9,4,4,2
120963,25,4,0,9.6,2,More than 8 hours,12,2,8.5,0
120972,28,2,0,6.65,4,More than 8 hours,9,2,8.5,0
120981,34,5,0,6.16,4,5-6 hours,11,3,5.5,2
120985,33,1,0,7.45,4,More than 8 hours,3,4,8.5,0
120993,19,3,0,8.65,5,Less than 5 hours,10,2,4,2
121004,28,3,0,7.47,3,Less than 5 hours,7,4,4,2
121005,25,1,0,7.77,3,Less than 5 hours,10,1,4,2
121011,27,1,0,6.37,4,More than 8 hours,11,4,8.5,0
121012,27,4,0,6,2,Less than 5 hours,9,5,4,2
121013,29,3,0,6.16,2,7-8 hours,3,4,7.5,1
121015,20,4,0,5.59,4,5-6 hours,4,3,5.5,2
121019,31,1,0,5.79,3,7-8 hours,8,3,7.5,0
121023,21,3,0,9.96,1,5-6 hours,12,5,5.5,2
121024,24,1,0,6.1,1,Less than 5 hours,0,3,4,0
121032,18,4,0,8.04,5,Less than 5 hours,3,1,4,2
121036,31,4,0,6.42,5,Less than 5 hours,9,3,4,2
121037,28,3,0,9.24,1,Less than 5 hours,12,3,4,2
121039,20,2,0,7.83,4,5-6 hours,3,3,5.5,1
121040,34,1,0,8.7,4,7-8 hours,3,1,7.5,0
121051,22,2,0,8.73,5,7-8 hours,11,4,7.5,1
121055,31,1,0,5.37,3,More than 8 hours,1,2,8.5,0
121060,24,5,0,8.04,1,5-6 hours,10,5,5.5,2
121068,34,5,0,8.24,2,5-6 hours,10,3,5.5,2
121071,28,5,0,8.49,4,More than 8 hours,8,4,8.5,0
121076,28,1,0,6.41,3,Less than 5 hours,10,5,4,2
121082,29,3,0,5.32,1,Less than 5 hours,12,1,4,2
121098,25,3,0,8.04,4,More than 8 hours,10,2,8.5,0
121107,19,4,0,9.88,3,Less than 5 hours,2,4,4,2
121110,33,3,0,6.73,1,7-8 hours,6,5,7.5,1
121114,26,1,0,7.15,2,7-8 hours,11,1,7.5,0
121119,21,2,0,6.63,4,Less than 5 hours,10,5,4,2
121128,22,1,0,5.55,3,More than 8 hours,9,2,8.5,0
121129,22,5,0,8.39,2,Less than 5 hours,10,5,4,2
121131,27,3,0,5.56,4,Less than 5 hours,12,1,4,2
121139,34,5,0,9.95,2,5-6 hours,10,2,5.5,2
121140,29,5,0,8.58,4,Less than 5 hours,9,5,4,2
121151,23,3,0,8.23,5,Less than 5 hours,0,3,4,0
121152,34,2,0,9.89,3,More than 8 hours,3,1,8.5,0
121153,19,3,0,8.17,4,Less than 5 hours,9,2,4,2
121156,29,2,0,5.38,2,More than 8 hours,7,5,8.5,0
121162,33,1,0,7.88,3,7-8 hours,5,2,7.5,0
121183,29,2,0,5.41,5,Less than 5 hours,3,1,4,0
121204,21,3,0,9.95,1,7-8 hours,0,2,7.5,1
121205,33,1,0,6.81,4,5-6 hours,3,1,5.5,0
121208,22,1,0,5.91,5,5-6 hours,6,3,5.5,0
121218,30,3,0,6.51,3,5-6 hours,9,4,5.5,2
121225,20,5,0,6.27,1,More than 8 hours,12,2,8.5,0
121235,33,4,0,7.02,4,Less than 5 hours,6,4,4,2
121236,32,3,0,6.38,4,7-8 hours,5,4,7.5,1
121239,30,3,0,9.89,2,More than 8 hours,10,3,8.5,0
121241,24,4,0,5.76,2,More than 8 hours,11,5,8.5,0
121244,28,3,0,6.03,3,5-6 hours,2,1,5.5,1
121247,28,3,0,9.7,4,More than 8 hours,6,2,8.5,0
121251,34,1,0,5.32,2,More than 8 hours,6,5,8.5,0
121252,20,2,0,6.88,4,7-8 hours,6,1,7.5,1
121267,23,4,0,6.5,2,More than 8 hours,0,3,8.5,0
121269,33,2,0,5.06,1,More than 8 hours,10,5,8.5,0
121275,30,1,0,7.51,2,More than 8 hours,12,1,8.5,0
121288,19,2,0,5.87,3,5-6 hours,7,3,5.5,2
121292,19,5,0,6.33,4,Less than 5 hours,2,4,4,2
121293,19,4,0,7.8,3,5-6 hours,12,3,5.5,2
121294,19,2,0,8.49,4,7-8 hours,11,2,7.5,1
121313,25,3,0,9.96,2,Less than 5 hours,11,1,4,2
121316,23,5,0,6.89,2,More than 8 hours,8,4,8.5,0
121319,19,5,0,5.85,2,7-8 hours,11,3,7.5,0
121322,28,3,0,5.76,2,More than 8 hours,8,3,8.5,0
121329,29,3,0,6.19,5,5-6 hours,11,1,5.5,2
121333,24,5,0,9.04,4,7-8 hours,11,3,7.5,0
121337,20,4,0,8.35,1,Less than 5 hours,12,3,4,2
121339,18,3,0,5.89,5,5-6 hours,7,5,5.5,2
121341,27,5,0,5.85,1,Less than 5 hours,12,5,4,2
121342,24,2,0,8.91,2,Less than 5 hours,6,5,4,0
121343,27,5,0,6.63,4,5-6 hours,3,5,5.5,2
121348,33,1,0,5.45,4,5-6 hours,10,2,5.5,2
121353,21,2,0,6.51,3,7-8 hours,11,4,7.5,1
121354,20,1,0,9.03,5,7-8 hours,10,4,7.5,0
121355,18,1,0,8.04,3,More than 8 hours,1,1,8.5,0
121362,25,2,0,7.26,3,7-8 hours,12,1,7.5,1
121365,32,1,0,8.28,4,More than 8 hours,2,1,8.5,0
121366,23,4,0,9.85,3,More than 8 hours,9,5,8.5,0
121370,33,4,0,5.37,4,7-8 hours,7,4,7.5,0
121382,29,5,0,6.65,1,7-8 hours,6,1,7.5,0
121385,26,4,0,8.95,2,Less than 5 hours,7,5,4,2
121387,34,2,0,8.47,5,More than 8 hours,1,5,8.5,0
121391,24,3,0,8.04,5,7-8 hours,12,5,7.5,1
121393,23,1,0,9.36,3,More than 8 hours,12,4,8.5,0
121402,25,3,0,5.87,4,7-8 hours,6,5,7.5,1
121404,32,5,0,8.58,5,Less than 5 hours,10,2,4,2
121406,30,5,0,8.43,2,More than 8 hours,3,4,8.5,0
121409,33,1,0,5.51,1,7-8 hours,2,4,7.5,0
121422,24,1,0,9.84,1,7-8 hours,7,5,7.5,0
121432,31,2,0,9.44,4,Less than 5 hours,10,5,4,2
121436,23,3,0,7.28,2,Less than 5 hours,6,2,4,0
121445,19,1,0,5.74,5,More than 8 hours,8,4,8.5,0
121447,28,1,0,5.74,2,7-8 hours,8,3,7.5,0
121449,28,1,0,9.43,5,7-8 hours,10,2,7.5,0
121454,20,1,0,9.97,1,7-8 hours,10,3,7.5,0
121456,19,5,0,5.99,2,7-8 hours,8,3,7.5,0
121461,29,3,0,6.37,4,Less than 5 hours,12,3,4,2
121467,18,5,0,9.34,4,Less than 5 hours,8,5,4,2
121469,24,3,0,9.74,4,5-6 hours,11,4,5.5,2
121471,29,2,0,9.56,3,7-8 hours,11,4,7.5,1
121474,27,3,0,5.89,3,Less than 5 hours,2,5,4,0
121475,28,5,0,8.91,2,Less than 5 hours,7,5,4,2
121478,25,3,0,9.39,5,7-8 hours,0,5,7.5,1
121479,33,4,0,9.89,5,5-6 hours,8,3,5.5,2
121488,26,2,0,5.14,3,Less than 5 hours,6,4,4,0
121493,18,3,0,8.17,2,7-8 hours,12,4,7.5,1
121504,24,2,0,9.7,4,7-8 hours,12,5,7.5,1
121506,19,3,0,6.88,1,More than 8 hours,0,5,8.5,0
121507,28,4,0,9.19,2,5-6 hours,3,4,5.5,2
121508,25,3,0,7.03,5,More than 8 hours,6,4,8.5,0
121516,18,5,0,7.77,3,5-6 hours,10,4,5.5,2
121523,20,2,0,6.38,1,Less than 5 hours,2,2,4,0
121526,25,4,0,9.92,2,Less than 5 hours,3,1,4,2
121532,23,4,0,6.42,2,Less than 5 hours,12,1,4,2
121535,24,4,0,7.39,1,More than 8 hours,5,4,8.5,0
121541,25,5,0,9.42,4,Less than 5 hours,11,5,4,2
121543,30,3,0,8.11,1,5-6 hours,10,4,5.5,2
121546,21,1,0,9.31,5,Less than 5 hours,4,1,4,0
121550,26,5,0,9.74,2,Less than 5 hours,12,3,4,2
121552,34,4,0,9.78,4,Less than 5 hours,12,4,4,2
121556,28,1,0,9.93,1,5-6 hours,6,4,5.5,0
121558,25,4,0,6.56,3,Less than 5 hours,0,4,4,2
121564,34,3,0,8.95,1,More than 8 hours,3,2,8.5,0
121568,31,1,0,5.16,4,7-8 hours,7,3,7.5,0
121573,20,3,0,8.7,5,More than 8 hours,12,5,8.5,0
121578,24,5,0,8.74,1,7-8 hours,10,4,7.5,0
121579,23,3,0,7.15,5,More than 8 hours,10,5,8.5,0
121583,31,1,0,7.53,1,Less than 5 hours,2,2,4,0
121584,20,3,0,6.38,2,More than 8 hours,0,2,8.5,0
121588,30,1,0,5.99,3,More than 8 hours,10,5,8.5,0
121590,25,4,0,6.74,5,Less than 5 hours,12,1,4,2
121592,18,2,0,5.42,4,5-6 hours,5,5,5.5,1
121600,24,4,0,8.25,3,7-8 hours,9,3,7.5,0
121602,29,5,0,7.53,2,5-6 hours,3,2,5.5,2
121605,24,3,0,7.88,5,7-8 hours,4,5,7.5,1
121607,21,1,0,7.39,2,5-6 hours,5,5,5.5,0
121610,24,2,0,7.52,2,Less than 5 hours,10,4,4,2
121615,28,4,0,7.91,3,Less than 5 hours,11,2,4,2
121631,33,1,0,7.38,5,More than 8 hours,10,1,8.5,0
121636,24,5,0,5.12,5,7-8 hours,11,4,7.5,0
121638,20,4,0,9.72,3,Less than 5 hours,12,1,4,2
121645,20,5,0,5.56,4,7-8 hours,1,3,7.5,0
121653,20,5,0,7.09,2,7-8 hours,8,5,7.5,0
121654,29,4,0,5.47,1,5-6 hours,10,3,5.5,2
121663,28,5,0,6.25,4,More than 8 hours,0,2,8.5,0
121667,19,5,0,8.14,4,Less than 5 hours,1,4,4,2
121668,24,5,0,8.04,3,More than 8 hours,6,5,8.5,0
121674,32,4,0,8.83,5,7-8 hours,10,4,7.5,0
121675,20,2,0,5.86,5,More than 8 hours,7,2,8.5,0
121678,24,5,0,6.35,4,Less than 5 hours,12,5,4,2
121679,31,2,0,8.08,2,5-6 hours,1,5,5.5,1
121681,25,5,0,8.74,1,Less than 5 hours,12,3,4,2
121683,30,2,0,5.42,2,7-8 hours,6,4,7.5,1
121685,18,2,0,6.08,3,5-6 hours,6,4,5.5,1
121686,23,2,0,7.21,3,5-6 hours,2,2,5.5,1
121690,26,3,0,7.38,3,More than 8 hours,12,5,8.5,0
121694,21,1,0,7.77,5,7-8 hours,12,2,7.5,0
121699,32,5,0,6.04,3,7-8 hours,12,5,7.5,0
121703,18,5,0,7.25,1,More than 8 hours,5,3,8.5,0
121713,24,1,0,6.82,4,Less than 5 hours,12,5,4,2
121714,26,4,0,8.04,3,Less than 5 hours,11,4,4,2
121715,28,3,0,7.1,3,More than 8 hours,4,1,8.5,0
121716,33,2,0,5.75,5,7-8 hours,0,2,7.5,1
121720,21,4,0,5.59,5,5-6 hours,3,5,5.5,2
121722,34,4,0,9.84,5,More than 8 hours,1,1,8.5,0
121723,21,5,0,8.93,4,Less than 5 hours,8,5,4,2
121725,29,3,0,5.57,2,5-6 hours,11,1,5.5,2
121726,21,5,0,9.4,1,Less than 5 hours,0,5,4,2
